"3.71","034810","2020-03-25","2020-03-25"
"10.46","253590","2020-03-26","2020-03-26"
"3.14","004440","2020-03-26","2020-03-26"
"-3.28","010780","2020-03-26","2020-03-26"
"6.87","065370","2020-03-26","2020-03-26"
"7.57","047820","2020-03-26","2020-03-26"
"-1.03","004960","2020-03-26","2020-03-26"
"6.2","238490","2020-03-26","2020-03-26"
"6.2","238490","2020-03-26","2020-03-26"
"-0.15","186230","2020-03-27","2020-03-27"
"4.6","251630","2020-03-27","2020-03-27"
"-0.1","032500","2020-03-27","2020-03-27"
"5.85","161580","2020-03-27","2020-03-27"
"6.2","064480","2020-03-30","2020-03-30"
"5.46","005850","2020-03-30","2020-03-30"
"-3.74","017370","2020-03-30","2020-03-30"
"5.63","068330","2020-03-30","2020-03-30"
"4.46","221840","2020-03-30","2020-03-30"
